1	744
2	744
3	992
4	1464
5	1629
6	1711
7	2781
8	2517
9	2937
10	3009
11	3373
12	3364
13	3764
14	3170
15	3328
16	3538
17	3778
18	4021
19	4117
20	4128
21	4438
22	4632
23	5774
24	6270
25	6713
26	7398
27	7550
28	7676
29	7912
30	7694
31	6516
32	6658
33	6820
34	7094
35	7355
36	9490
37	10330
38	10155
39	10492
40	10756
41	11119
42	11152
43	9803
44	10392
45	12435
46	12815
47	12695
48	13024
49	12980
50	13923
51	14294
52	14121
53	14308
54	14559
55	14766
56	13123
57	15181
58	16286
59	15901
60	16112
61	15759
62	16227
63	17511
64	17158
65	17612
66	17770
67	15996
68	18876
69	18520
70	18874
71	18856
72	17082
73	20551
74	19913
75	20169
76	17906
77	20902
78	21217
79	21288
80	20313
81	20829
82	22367
83	22197
84	21500
85	21827
86	28924
87	23426
88	21483
89	24301
90	24110
91	24511
92	22371
93	26070
94	25243
95	23796
96	25124
97	26191
98	26252
99	24213
100	27956
101	27299
102	25144
103	28196
104	27876
105	27581
106	28447
107	28951
108	28598
109	27701
110	30015
111	29579
112	28101
113	30753
114	30243
115	29269
116	31408
117	30577
118	30779
119	32008
120	35214
121	33057
122	37304
123	31053
124	33764
125	32420
126	33130
127	33955
128	31961
129	35397
130	33758
131	34609
132	35359
133	32882
134	36861
135	35608
136	35411
137	36749
138	34519
139	38020
140	48772
141	38297
142	37920
143	37037
144	38499
145	36567
146	39532
147	37393
148	40309
149	42911
150	40200
151	40417
152	39434
153	40981
154	39144
155	41628
156	39639
157	42571
158	63399
159	42475
160	41538
161	43315
162	41659
163	43850
164	42529
165	44442
166	42788
167	44872
168	43038
169	45416
170	43845
171	45879
172	49621
173	46261
174	45209
175	47048
176	45324
177	46322
178	47264
179	45387
180	42980
181	48688
182	39515
183	38297
184	49693
185	45203
186	38375
187	38705
188	38934
189	46077
190	39880
191	39504
192	39620
193	39978
194	39988
195	43984
196	40566
197	40736
198	42699
199	46832
200	41505
201	41630
202	41990
203	41845
204	41990
205	42190
206	42622
207	42656
208	42863
209	43238
210	43255
211	43686
212	43863
213	43901
214	44159
215	52177
216	44762
217	44991
218	48581
219	45268
220	45426
221	45481
222	45898
223	46042
224	46180
225	46576
226	46706
227	46865
228	47069
229	47286
230	47280
231	47778
232	48077
233	47954
234	48193
235	48418
236	48755
237	48887
238	49135
239	52314
240	49317
241	49723
242	50026
243	57225
244	50510
245	50443
246	71173
247	52527
248	51150
249	51462
250	51495
251	51734
252	51944
253	52158
254	52477
255	52441
256	52557
257	52833
258	57923
259	53265
260	53629
261	53862
262	54113
263	54431
264	54576
265	54450
266	54832
267	54987
268	55333
269	55524
270	55801
271	56048
272	55945
273	56148
274	56588
275	56667
276	60109
277	57140
278	57360
279	57573
280	57780
281	58096
282	58296
283	58215
284	58597
285	58679
286	59295
287	59103
288	59412
289	59751
290	71329
291	60398
292	63622
293	60563
294	60535
295	60806
296	61080
297	61483
298	61693
299	61315
300	61704
301	62078
302	62128
303	62424
304	62697
305	62960
306	63169
307	63552
308	66808
309	67641
310	68815
311	74006
312	79135
313	113564
314	80267
315	78665
316	79604
317	81499
318	80753
319	80333
320	66189
321	74080
322	66732
323	66930
324	66975
325	67114
326	67263
327	67475
328	67577
329	67917
330	68094
331	68348
332	68812
333	68935
334	69166
335	69119
336	72592
337	69694
338	69987
339	70099
340	70180
341	70245
342	70541
343	71036
344	70912
345	71053
346	71575
347	71422
348	71923
349	72172
350	75365
351	72277
352	72695
353	72912
354	73032
355	73513
356	73635
357	73927
358	73680
359	74012
360	74428
361	74474
362	74724
363	77762
364	85498
365	85160
366	75702
367	75935
368	96289
369	76189
370	76446
371	76626
372	76742
373	77155
374	77091
375	77324
376	82313
377	77501
378	78070
379	77904
380	78393
381	78873
382	78713
383	79008
384	79311
385	79031
386	79865
387	79793
388	83328
389	80070
390	80344
391	80732
392	80780
393	81130
394	81331
395	81607
396	81709
397	82119
398	82355
399	82252
400	82916
401	85604
402	83085
403	83324
404	83540
405	83552
406	84110
407	83762
408	84241
409	84718
410	84473
411	84723
412	87805
413	85213
414	85475
415	85572
416	85919
417	100472
418	86425
419	86365
420	86858
421	86849
422	91049
423	87606
424	91179
425	87686
426	88099
427	87801
428	88527
429	88665
430	88801
431	88989
432	89232
433	89518
434	89890
435	92940
436	90119
437	90544
438	90427
439	90405
440	90485
441	91167
442	91537
443	91559
444	91565
445	91923
446	94954
447	92332
448	92376
449	92459
450	92691
451	93068
452	93153
453	93612
454	93904
455	94147
456	94179
457	97319
458	94683
459	94715
460	94537
461	109520
462	95519
463	95664
464	95825
465	96224
466	119906
467	122993
468	121616
469	116621
470	116297
471	118684
472	119573
473	104118
474	97693
475	105273
476	98472
477	98817
478	98942
479	98956
480	99156
481	99304
482	105369
483	99854
484	99991
485	103990
486	100278
487	100839
488	100887
489	101087
490	101342
491	101292
492	101973
493	102111
494	101807
495	105261
496	102329
497	102636
498	103312
499	124549
500	103154
501	103325
502	103673
503	104118
504	104153
505	108466
506	104356
507	104388
508	104826
509	105105
510	105392
511	105297
512	105963
513	106169
514	109694
515	106389
516	106684
517	106806
518	106821
519	107198
520	107445
521	107422
522	110372
523	111462
524	108088
525	108632
526	108459
527	108589
528	109349
529	109362
530	109319
531	109417
532	112920
533	109948
534	110584
535	110414
536	142573
537	110967
538	110902
539	111307
540	111640
541	115578
542	111772
543	112266
544	112409
545	112215
546	112770
547	112621
548	112968
549	113507
550	118190
551	113627
552	113256
553	113988
554	114249
555	114503
556	114694
557	115211
558	115383
559	118576
560	115452
561	115751
562	116013
563	115928
564	116491
565	116858
566	116747
567	120232
568	117339
569	117858
570	132548
571	118159
572	118222
573	118616
574	118542
575	123553
576	119125
577	119100
578	119143
579	119103
580	119748
581	120159
582	120507
583	132565
584	126243
585	120675
586	121028
587	121204
588	121257
589	121816
590	121996
591	122086
592	125746
593	122535
594	122746
595	123177
596	123063
597	123057
598	123387
599	123692
600	127759
601	124064
602	124033
603	141889
604	124976
605	125044
606	125007
607	128524
608	128880
609	125837
610	125550
611	125957
612	126139
613	126593
614	126953
615	127066
616	130370
617	127103
618	127532
619	127861
620	127941
621	128282
622	128624
623	131528
624	128509
625	129032
626	128895
627	129645
628	129993
629	140652
630	158327
631	164631
632	157420
633	175922
634	144421
635	130794
636	131301
637	131577
638	137553
639	131754
640	132342
641	132793
642	132774
643	132785
644	132916
645	137758
646	133244
647	133757
648	133687
649	133706
650	134221
651	134169
652	137701
653	134958
654	135000
655	135265
656	135321
657	135771
658	135751
659	136706
660	139233
661	136652
662	136640
663	154621
664	136729
665	137326
666	137302
667	142694
668	137731
669	138125
670	138518
671	138444
672	138706
673	138933
674	142526
675	139398
676	139876
677	139881
678	139308
679	162825
680	143752
681	143526
682	140456
683	140841
684	141685
685	141656
686	141320
687	141714
688	146442
689	142597
690	142533
691	181486
692	142519
693	143045
694	143118
695	147233
696	143741
697	143802
698	144410
699	144098
700	144556
701	144975
702	149019
703	144899
704	144983
705	145228
706	145995
707	145794
708	146219
709	149881
710	146533
711	146975
712	146844
713	146436
714	147343
715	150097
716	147654
717	148160
718	164648
719	148515
720	148647
721	148945
722	152967
723	149381
724	149372
725	149720
726	149993
727	149844
728	150573
729	153548
730	150579
731	150912
732	170788
733	195785
734	196388
735	183989
736	190711
737	200001
738	185660
739	153281
740	159259
741	152746
742	177529
743	155722
744	153473
745	153607
746	160943
747	154318
748	154477
749	154640
750	154939
751	154745
752	155240
753	158772
754	155664
755	156195
756	156335
757	155441
758	156675
759	159513
760	156841
761	156505
762	157537
763	157268
764	157242
765	160617
766	157944
767	158141
768	176185
769	158331
770	159172
771	159234
772	167429
773	159343
774	159635
775	159912
776	160366
777	160215
778	163258
779	160393
780	161262
781	160842
782	161470
783	161494
784	164958
785	162095
786	162299
787	162440
788	162741
789	162494
790	165992
791	163291
792	181163
793	164107
794	163899
795	163616
796	168408
797	164805
798	163673
799	164810
800	165273
801	165165
802	168632
803	165486
804	166438
805	166414
806	166698
807	169284
808	169994
809	167208
810	167229
811	167079
812	167110
813	167378
814	171187
815	168109
816	194751
817	169132
818	168923
819	169065
820	172692
821	169786
822	169629
823	169591
824	170209
825	170458
826	173742
827	170509
828	171279
829	170833
830	171200
831	174741
832	172176
833	172324
834	172305
835	171891
836	172725
837	175616
838	173278
839	193663
840	173625
841	173588
842	173333
843	177636
844	174264
845	174501
846	174763
847	174844
848	175402
849	179286
850	175624
851	175325
852	175840
853	175965
854	179853
855	176683
856	176477
857	177036
858	177461
859	177469
860	180614
861	178215
862	194201
863	178736
864	178281
865	185832
866	178880
867	179192
868	178807
869	179719
870	178806
871	183021
872	179728
873	180064
874	180653
875	180741
876	183482
877	181085
878	181220
879	181542
880	182098
881	181522
882	185588
883	182438
884	194539
885	182215
886	182113
887	186782
888	183222
889	183738
890	183806
891	183064
892	197529
893	186787
894	184374
895	184608
896	185293
897	185546
898	187402
899	185524
900	186084
901	186362
902	185795
903	196170
904	186787
905	198942
906	187084
907	187650
908	187930
909	191065
910	187926
911	187998
912	188744
913	188058
914	191341
915	188850
916	189271
917	189666
918	189491
919	196620
920	190109
921	190186
922	190236
923	190538
924	194581
925	190889
926	209367
927	191292
928	191245
929	191061
930	194839
931	192108
932	192347
933	192719
934	192260
935	196164
936	192957
937	193589
938	193576
939	193895
940	197139
941	194339
942	194258
943	194817
944	194331
945	198046
946	195093
947	204354
948	195560
949	195341
950	199147
951	195941
952	196618
953	196560
954	196792
955	200361
956	197214
957	196946
958	198328
959	197704
960	200656
961	198024
962	198777
963	199009
964	198557
965	203026
966	199445
967	208065
968	199931
969	199916
970	215855
971	200506
972	200493
973	200974
974	201140
975	204378
976	201008
977	201884
978	201517
979	201959
980	205531
981	201918
982	202714
983	202443
984	202743
985	205993
986	203028
987	211290
988	204185
989	203728
990	207333
991	204439
992	204622
993	204802
994	204919
995	208705
996	205385
997	206201
998	205331
999	209299
1000	207043
1001	206537
1002	206856
1003	207130
1004	210062
1005	207459
1006	214186
1007	207818
1008	208037
1009	211064
1010	208097
1011	216823
1012	208607
1013	208959
1014	213260
1015	209623
1016	209201
1017	209834
1018	215525
1019	210508
1020	209854
1021	216250
1022	210630
1023	214108
1024	211335
1025	229778
1026	212265
1027	211695
1028	216326
1029	212701
1030	212411
1031	212907
1032	216242
1033	213262
1034	214003
1035	213877
1036	213673
1037	216715
1038	214304
1039	214685
1040	214746
1041	214758
1042	217739
1043	222776
1044	215410
1045	215920
1046	227689
1047	215997
1048	216260
1049	216596
1050	217070
1051	220309
1052	217022
1053	217025
1054	217697
1055	220845
1056	217953
1057	218342
1058	218326
1059	218960
1060	221432
1061	219061
1062	225852
1063	219370
1064	234056
1065	219726
1066	220080
1067	220549
1068	220237
1069	223652
1070	221135
1071	221458
1072	221401
1073	224283
1074	221807
1075	221847
1076	221834
1077	222168
1078	225177
1079	222911
1080	242141
1081	223186
1082	226922
1083	223614
1084	223471
1085	224560
1086	224396
1087	227060
1088	224392
1089	225002
1090	225019
1091	228205
1092	224973
1093	225122
1094	226113
1095	225661
1096	228954
1097	236809
1098	226964
1099	226849
1100	245286
1101	278099
1102	289356
1103	301145
1104	299441
1105	299102
1106	303593
1107	304075
1108	264717
1109	228718
1110	228853
1111	234743
1112	265013
1113	230072
1114	230010
1115	234279
1116	230075
1117	231116
1118	230814
1119	233605
1120	231427
1121	231425
1122	231473
1123	231476
1124	236160
1125	231928
1126	232273
1127	232468
1128	236459
1129	247996
1130	233601
1131	233684
1132	237444
1133	234199
1134	234017
1135	234449
1136	245232
1137	234659
1138	234487
1139	234781
1140	238463
1141	235746
1142	235815
1143	235797
1144	236091
1145	239291
1146	257648
1147	239449
1148	240764
1149	241276
1150	237579
1151	237485
1152	237386
1153	240941
1154	237715
1155	238347
1156	238846
1157	242141
1158	238815
1159	238902
1160	239544
1161	241716
1162	239890
1163	257860
1164	240849
1165	245536
1166	240284
1167	240465
1168	240741
1169	241179
1170	244248
1171	241708
1172	241470
1173	241989
1174	245213
1175	242637
1176	242544
1177	242791
1178	247232
1179	251943
1180	243931
1181	243601
1182	247846
1183	244087
1184	244268
1185	243734
1186	248325
1187	245116
1188	245894
1189	247906
1190	249116
1191	245868
1192	246026
1193	246337
1194	251413
1195	271252
1196	247030
1197	247166
1198	250417
1199	247381
1200	247823
1201	247684
1202	251079
1203	248449
1204	249034
1205	248731
1206	253437
1207	248834
1208	249352
1209	249564
1210	252884
1211	257429
1212	250125
1213	250520
1214	253721
1215	250103
1216	250862
1217	251154
1218	254516
1219	251059
1220	251829
1221	251692
1222	256630
1223	252438
1224	252655
1225	252390
1226	256678
1227	264650
1228	253691
1229	255993
1230	256634
1231	253770
1232	254022
1233	254332
1234	257956
1235	255079
1236	254677
1237	258355
1238	255833
1239	255571
